time_s,cart_x_m,theta_rad,cart_v_mps,theta_dot_radps,force_N,solve_time_ms,solver_success,solver_status,model_x_ddot_mps2,model_theta_ddot_radps2,forward_dynamics_equation_residual_inf
8.550000,-0.097827015,0.002455383,0.067211386,-0.003619921,0.028718538,2.433497,1,Solve_Succeeded,0.023909968,0.000442973,0.000000000000e+00
8.560000,-0.097152075,0.002419220,0.067451661,-0.003616861,0.028718538,2.433497,1,Solve_Succeeded,0.023909968,0.000442973,0.000000000000e+00
8.570000,-0.096474738,0.002383000,0.067691367,-0.003621242,0.027852953,2.934610,1,Solve_Succeeded,0.023187044,0.000475035,2.168404344971e-19
8.580000,-0.095795082,0.002346827,0.067924413,-0.003617862,0.027852953,2.934610,1,Solve_Succeeded,0.023187044,0.000475035,2.168404344971e-19
8.590000,-0.095113103,0.002310600,0.068156890,-0.003621924,0.026987292,2.704787,1,Solve_Succeeded,0.022464070,0.000506837,3.469446951954e-18
8.600000,-0.094428878,0.002274425,0.068382706,-0.003618227,0.026987292,2.704787,1,Solve_Succeeded,0.022464070,0.000506837,3.469446951954e-18
8.610000,-0.093742401,0.002238198,0.068607953,-0.003621972,0.026121708,2.485102,1,Solve_Succeeded,0.021741173,0.000538375,3.469446951954e-18
8.620000,-0.093053750,0.002202026,0.068826541,-0.003617958,0.026121708,2.485102,1,Solve_Succeeded,0.021741173,0.000538375,3.469446951954e-18
8.630000,-0.092362919,0.002165806,0.069044559,-0.003621387,0.025256351,2.513133,1,Solve_Succeeded,0.021018478,0.000569644,3.469446951954e-18
8.640000,-0.091669987,0.002129643,0.069255919,-0.003617060,0.025256351,2.513133,1,Solve_Succeeded,0.021018478,0.000569644,3.469446951954e-18
8.650000,-0.090974948,0.002093436,0.069466710,-0.003620174,0.024391370,2.660425,1,Solve_Succeeded,0.020296111,0.000600641,3.469446951954e-18
8.660000,-0.090277879,0.002057289,0.069670846,-0.003615537,0.024391370,2.660425,1,Solve_Succeeded,0.020296111,0.000600641,3.469446951954e-18
8.670000,-0.089578776,0.002021100,0.069874413,-0.003618336,0.023526914,2.496169,1,Solve_Succeeded,0.019574195,0.000631362,3.469446951954e-18
8.680000,-0.088877715,0.001984975,0.070071329,-0.003613391,0.023526914,2.496169,1,Solve_Succeeded,0.019574195,0.000631362,3.469446951954e-18
8.690000,-0.088174692,0.001948812,0.070267677,-0.003615878,0.022663130,3.405179,1,Solve_Succeeded,0.018852853,0.000661804,0.000000000000e+00
8.700000,-0.087469783,0.001912715,0.070457378,-0.003610627,0.022663130,3.405179,1,Solve_Succeeded,0.018852853,0.000661804,0.000000000000e+00
8.710000,-0.086762984,0.001876583,0.070646512,-0.003612803,0.021800167,3.157834,1,Solve_Succeeded,0.018132209,0.000691961,3.469446951954e-18
8.720000,-0.086054372,0.001840520,0.070829006,-0.003607249,0.021800167,3.157834,1,Solve_Succeeded,0.018132209,0.000691961,3.469446951954e-18
8.730000,-0.085343942,0.001804426,0.071010933,-0.003609115,0.020938169,2.694988,1,Solve_Succeeded,0.017412384,0.000721831,2.168404344971e-19
8.740000,-0.084631770,0.001768404,0.071186227,-0.003603260,0.020938169,2.694988,1,Solve_Succeeded,0.017412384,0.000721831,2.168404344971e-19
8.750000,-0.083917852,0.001732353,0.071360955,-0.003604817,0.020077282,2.940857,1,Solve_Succeeded,0.016693499,0.000751410,0.000000000000e+00
8.760000,-0.083202265,0.001696377,0.071529059,-0.003598665,0.020077282,2.940857,1,Solve_Succeeded,0.016693499,0.000751410,0.000000000000e+00
8.770000,-0.082485004,0.001660376,0.071696597,-0.003599915,0.019217649,3.420882,1,Solve_Succeeded,0.015975674,0.000780695,0.000000000000e+00
8.780000,-0.081766144,0.001624452,0.071857521,-0.003593468,0.019217649,3.420882,1,Solve_Succeeded,0.015975674,0.000780695,0.000000000000e+00
8.790000,-0.081045683,0.001588506,0.072017881,-0.003594412,0.018359414,2.881726,1,Solve_Succeeded,0.015259029,0.000809682,1.084202172486e-19
8.800000,-0.080323695,0.001552642,0.072171636,-0.003587673,0.018359414,2.881726,1,Solve_Succeeded,0.015259029,0.000809682,1.084202172486e-19
8.810000,-0.079600176,0.001516757,0.072324828,-0.003588313,0.017502719,2.599660,1,Solve_Succeeded,0.014543682,0.000838367,1.084202172486e-19
8.820000,-0.078875203,0.001480957,0.072471428,-0.003581284,0.017502719,2.599660,1,Solve_Succeeded,0.014543682,0.000838367,1.084202172486e-19
8.830000,-0.078148771,0.001445140,0.072617465,-0.003581622,0.016647704,2.660494,1,Solve_Succeeded,0.013829750,0.000866747,3.469446951954e-18
8.840000,-0.077420956,0.001409410,0.072756924,-0.003574307,0.016647704,2.660494,1,Solve_Succeeded,0.013829750,0.000866747,3.469446951954e-18
8.850000,-0.076691752,0.001373666,0.072895821,-0.003574344,0.015794509,2.507624,1,Solve_Succeeded,0.013117351,0.000894820,1.084202172486e-19
8.860000,-0.075961237,0.001338012,0.073028153,-0.003566744,0.015794509,2.507624,1,Solve_Succeeded,0.013117351,0.000894820,1.084202172486e-19
8.870000,-0.075229405,0.001302348,0.073159924,-0.003566482,0.014943273,2.568500,1,Solve_Succeeded,0.012406599,0.000922582,0.000000000000e+00
8.880000,-0.074496333,0.001266776,0.073285146,-0.003558601,0.014943273,2.568500,1,Solve_Succeeded,0.012406599,0.000922582,0.000000000000e+00
8.890000,-0.073762015,0.001231197,0.073409808,-0.003558042,0.014094133,2.384715,1,Solve_Succeeded,0.011697610,0.000950029,0.000000000000e+00
8.900000,-0.073026527,0.001195712,0.073527938,-0.003549883,0.014094133,2.384715,1,Solve_Succeeded,0.011697610,0.000950029,0.000000000000e+00
8.910000,-0.072289865,0.001160223,0.073645509,-0.003549028,0.013247226,2.668721,1,Solve_Succeeded,0.010990498,0.000977159,0.000000000000e+00
8.920000,-0.071552103,0.001124832,0.073756564,-0.003540594,0.013247226,2.668721,1,Solve_Succeeded,0.010990498,0.000977159,0.000000000000e+00
8.930000,-0.070813237,0.001089440,0.073867062,-0.003539444,0.012402688,3.780983,1,Solve_Succeeded,0.010285375,0.001003969,0.000000000000e+00
8.940000,-0.070073343,0.001054148,0.073971063,-0.003530739,0.012402688,3.780983,1,Solve_Succeeded,0.010285375,0.001003969,0.000000000000e+00
8.950000,-0.069332415,0.001018857,0.074074508,-0.003529297,0.011560652,2.600159,1,Solve_Succeeded,0.009582354,0.001030456,1.734723475977e-18
8.960000,-0.068590530,0.000983670,0.074171475,-0.003520323,0.011560652,2.600159,1,Solve_Succeeded,0.009582354,0.001030456,1.734723475977e-18
8.970000,-0.067847681,0.000948487,0.074267889,-0.003518591,0.010721251,2.679993,1,Solve_Succeeded,0.008881546,0.001056616,1.734723475977e-18
8.980000,-0.067103943,0.000913410,0.074357844,-0.003509350,0.010721251,2.679993,1,Solve_Succeeded,0.008881546,0.001056616,1.734723475977e-18
8.990000,-0.066359313,0.000878340,0.074447248,-0.003507329,0.009884618,2.498872,1,Solve_Succeeded,0.008183060,0.001082448,1.734723475977e-18
9.000000,-0.065613865,0.000843379,0.074530214,-0.003497826,0.009884618,2.498872,1,Solve_Succeeded,0.008183060,0.001082448,1.734723475977e-18
9.010000,-0.064867593,0.000808428,0.074612631,-0.003495519,0.009050882,2.770786,1,Solve_Succeeded,0.007487005,0.001107949,1.734723475977e-18
9.020000,-0.064120572,0.000773587,0.074688634,-0.003485756,0.009050882,2.770786,1,Solve_Succeeded,0.007487005,0.001107949,1.734723475977e-18
9.030000,-0.063372798,0.000738760,0.074764088,-0.003483164,0.008220174,2.475977,1,Solve_Succeeded,0.006793489,0.001133116,5.421010862428e-20
9.040000,-0.062624345,0.000704046,0.074833151,-0.003473145,0.008220174,2.475977,1,Solve_Succeeded,0.006793489,0.001133116,5.421010862428e-20
9.050000,-0.061875207,0.000669349,0.074901668,-0.003470270,0.007392620,2.470833,1,Solve_Succeeded,0.006102620,0.001157946,0.000000000000e+00
9.060000,-0.061125460,0.000634767,0.074963818,-0.003459998,0.007392620,2.470833,1,Solve_Succeeded,0.006102620,0.001157946,0.000000000000e+00
9.070000,-0.060375097,0.000600204,0.075025424,-0.003456843,0.006568349,2.448115,1,Solve_Succeeded,0.005414503,0.001182437,0.000000000000e+00
9.080000,-0.059624192,0.000565760,0.075080688,-0.003446320,0.006568349,2.448115,1,Solve_Succeeded,0.005414503,0.001182437,0.000000000000e+00
9.090000,-0.058872741,0.000531337,0.075135411,-0.003442886,0.005747486,2.417774,1,Solve_Succeeded,0.004729243,0.001206587,1.734723475977e-18
9.100000,-0.058120818,0.000497035,0.075183818,-0.003432116,0.005747486,2.417774,1,Solve_Succeeded,0.004729243,0.001206587,1.734723475977e-18
9.110000,-0.057368417,0.000462757,0.075231686,-0.003428407,0.004930155,2.865447,1,Solve_Succeeded,0.004046943,0.001230393,5.421010862428e-20
9.120000,-0.056615611,0.000428603,0.075273265,-0.003417393,0.004930155,2.865447,1,Solve_Succeeded,0.004046943,0.001230393,5.421010862428e-20
9.130000,-0.055862395,0.000394475,0.075314307,-0.003413409,0.004116478,2.763066,1,Solve_Succeeded,0.003367706,0.001253853,8.673617379884e-19
9.140000,-0.055108843,0.000360474,0.075349089,-0.003402155,0.004116478,2.763066,1,Solve_Succeeded,0.003367706,0.001253853,8.673617379884e-19
9.150000,-0.054354949,0.000326502,0.075383336,-0.003397899,0.003306579,2.535295,1,Solve_Succeeded,0.002691634,0.001276965,0.000000000000e+00
9.160000,-0.053600786,0.000292658,0.075411352,-0.003386408,0.003306579,2.535295,1,Solve_Succeeded,0.002691634,0.001276965,0.000000000000e+00
9.170000,-0.052846349,0.000258848,0.075438836,-0.003381883,0.002500576,2.412449,1,Solve_Succeeded,0.002018827,0.001299727,0.000000000000e+00
9.180000,-0.052091710,0.000225167,0.075460119,-0.003370157,0.002500576,2.412449,1,Solve_Succeeded,0.002018827,0.001299727,0.000000000000e+00
9.190000,-0.051336865,0.000191522,0.075480872,-0.003365365,0.001698590,2.567927,1,Solve_Succeeded,0.001349385,0.001322136,2.168404344971e-19
9.200000,-0.050581885,0.000158009,0.075495455,-0.003353409,0.001698590,2.567927,1,Solve_Succeeded,0.001349385,0.001322136,2.168404344971e-19
9.210000,-0.049826765,0.000124534,0.075509511,-0.003348351,0.000900737,2.465777,1,Solve_Succeeded,0.000683404,0.001344192,1.355252715607e-20
9.220000,-0.049071577,0.000091194,0.075517428,-0.003336168,0.000900737,2.465777,1,Solve_Succeeded,0.000683404,0.001344192,1.355252715607e-20
9.230000,-0.048316315,0.000057895,0.075524821,-0.003330848,0.000107134,2.568228,1,Solve_Succeeded,0.000020984,0.001365891,0.000000000000e+00
9.240000,-0.047561052,0.000024732,0.075526109,-0.003318441,0.000107134,2.568228,1,Solve_Succeeded,0.000020984,0.001365891,0.000000000000e+00
9.250000,-0.046805782,-0.000008387,0.075526875,-0.003312861,-0.000682104,3.040925,1,Solve_Succeeded,-0.000637781,0.001387232,1.084202172486e-19
9.260000,-0.046050576,-0.000041367,0.075521568,-0.003300233,-0.000682104,3.040925,1,Solve_Succeeded,-0.000637781,0.001387232,1.084202172486e-19
9.270000,-0.045295428,-0.000074300,0.075515744,-0.003294394,-0.001466858,3.097098,1,Solve_Succeeded,-0.001292791,0.001408201,0.000000000000e+00
9.280000,-0.044540430,-0.000107044,0.075502203,-0.003277360,-0.001466858,3.097098,1,Solve_Succeeded,-0.001292791,0.001408201,0.000000000000e+00
9.290000,-0.043785579,-0.000139683,0.075487712,-0.003265980,-0.002036815,2.721455,1,Solve_Succeeded,-0.001744009,0.000933247,0.000000000000e+00
9.300000,-0.043030997,-0.000171991,0.075462599,-0.003236074,-0.002036815,2.721455,1,Solve_Succeeded,-0.001744009,0.000933247,0.000000000000e+00
9.310000,-0.042277153,-0.000202880,0.075396162,-0.003110906,0.000177035,2.936205,1,Solve_Succeeded,0.000452539,-0.006100193,5.421010862428e-20
9.320000,-0.041524331,-0.000231711,0.075299281,-0.002917331,0.000177035,2.936205,1,Solve_Succeeded,0.000452539,-0.006100193,5.421010862428e-20
9.330000,-0.040772560,-0.000258487,0.075195444,-0.002713528,0.008035495,2.501017,1,Solve_Succeeded,0.008013431,-0.026343699,5.421010862428e-20
9.340000,-0.040021836,-0.000283280,0.075090817,-0.002514397,0.008035495,2.501017,1,Solve_Succeeded,0.008013431,-0.026343699,5.421010862428e-20
9.350000,-0.039272203,-0.000306043,0.074982442,-0.002312070,0.016618193,2.646375,1,Solve_Succeeded,0.016252695,-0.048084017,2.439454888092e-19
9.360000,-0.038522887,-0.000328765,0.074939257,-0.002278194,0.016618193,2.646375,1,Solve_Succeeded,0.016252695,-0.048084017,2.439454888092e-19
9.370000,-0.037773932,-0.000351391,0.074902069,-0.002264882,0.017976162,2.444754,1,Solve_Succeeded,0.017609264,-0.052582588,8.131516293641e-20
9.380000,-0.037026285,-0.000371608,0.074785230,-0.002058220,0.017976162,2.444754,1,Solve_Succeeded,0.017609264,-0.052582588,8.131516293641e-20
9.390000,-0.036280010,-0.000389313,0.074651206,-0.001813680,0.028341502,2.583124,1,Solve_Succeeded,0.027532530,-0.078292240,3.469446951954e-18
9.400000,-0.035534181,-0.000406858,0.074593164,-0.001763315,0.028341502,2.583124,1,Solve_Succeeded,0.027532530,-0.078292240,3.469446951954e-18
9.410000,-0.034788861,-0.000424125,0.074541103,-0.001732218,0.031239591,2.508211,1,Solve_Succeeded,0.030340901,-0.086158179,3.469446951954e-18
9.420000,-0.034045246,-0.000438178,0.074388515,-0.001454333,0.031239591,2.508211,1,Solve_Succeeded,0.030340901,-0.086158179,3.469446951954e-18
9.430000,-0.033303417,-0.000448842,0.074213743,-0.001124603,0.045917176,2.708990,1,Solve_Succeeded,0.044351932,-0.121752391,6.938893903907e-18
9.440000,-0.032562062,-0.000459422,0.074147222,-0.001067942,0.045917176,2.708990,1,Solve_Succeeded,0.044351932,-0.121752391,6.938893903907e-18
9.450000,-0.031821267,-0.000469728,0.074089632,-0.001036215,0.050080275,2.604747,1,Solve_Succeeded,0.048345392,-0.132236609,6.938893903907e-18
9.460000,-0.031082558,-0.000475977,0.073903731,-0.000686613,0.050080275,2.604747,1,Solve_Succeeded,0.048345392,-0.132236609,6.938893903907e-18
9.470000,-0.030346043,-0.000477913,0.073689359,-0.000267589,0.069457226,2.573737,1,Solve_Succeeded,0.066808162,-0.178542829,2.168404344971e-19
9.480000,-0.029609986,-0.000479875,0.073618205,-0.000206844,0.069457226,2.573737,1,Solve_Succeeded,0.066808162,-0.178542829,2.168404344971e-19
9.490000,-0.028874499,-0.000481588,0.073559088,-0.000176687,0.075083483,2.647402,1,Solve_Succeeded,0.072170796,-0.192024559,2.168404344971e-19
9.500000,-0.028141481,-0.000478318,0.073340414,0.000251476,0.075083483,2.647402,1,Solve_Succeeded,0.072170796,-0.192024559,2.168404344971e-19
9.510000,-0.027411068,-0.000469715,0.073086228,0.000768946,0.099805539,2.478238,1,Solve_Succeeded,0.095695260,-0.250479579,7.589415207399e-19
9.520000,-0.026681042,-0.000461294,0.073015102,0.000831186,0.099805539,2.478238,1,Solve_Succeeded,0.095695260,-0.250479579,7.589415207399e-19
9.530000,-0.025951544,-0.000452685,0.072959617,0.000856375,0.107082319,2.570692,1,Solve_Succeeded,0.102600592,-0.267306554,1.387778780781e-17
9.540000,-0.025224459,-0.000439159,0.072746132,0.001278204,0.107082319,2.570692,1,Solve_Succeeded,0.102600592,-0.267306554,1.387778780781e-17
9.550000,-0.024499952,-0.000420273,0.072495070,0.001797021,0.133421145,2.478998,1,Solve_Succeeded,0.127635846,-0.329031195,5.421010862428e-20
9.560000,-0.023775678,-0.000401833,0.072437545,0.001836967,0.133421145,2.478998,1,Solve_Succeeded,0.127635846,-0.329031195,5.421010862428e-20
9.570000,-0.023051804,-0.000383379,0.072394925,0.001844162,0.141534732,2.840787,1,Solve_Succeeded,0.135310207,-0.347291974,2.775557561563e-17
9.580000,-0.022331110,-0.000357923,0.072118234,0.002440385,0.141534732,2.840787,1,Solve_Succeeded,0.135310207,-0.347291974,2.775557561563e-17
9.590000,-0.021613791,-0.000324913,0.071789787,0.003171846,0.178140453,3.385736,1,Solve_Succeeded,0.170085441,-0.432701301,2.141299290659e-18
9.600000,-0.020896561,-0.000292481,0.071733076,0.003232536,0.178140453,3.385736,1,Solve_Succeeded,0.170085441,-0.432701301,2.141299290659e-18
9.610000,-0.020179616,-0.000260050,0.071700216,0.003241544,0.189103833,2.722886,1,Solve_Succeeded,0.180434315,-0.456955759,2.775557561563e-17
9.620000,-0.019466149,-0.000219574,0.071399778,0.003926672,0.189103833,2.722886,1,Solve_Succeeded,0.180434315,-0.456955759,2.775557561563e-17
9.630000,-0.018756389,-0.000170378,0.071039581,0.004770669,0.232572664,4.107369,1,Solve_Succeeded,0.221701130,-0.557811538,1.016439536705e-18
9.640000,-0.018050428,-0.000112111,0.070662603,0.005668272,0.232572664,4.107369,1,Solve_Succeeded,0.221701130,-0.557811538,1.016439536705e-18
9.650000,-0.017348527,-0.000043980,0.070260933,0.006641414,0.286272260,2.796908,1,Solve_Succeeded,0.272658582,-0.681967310,5.551115123126e-17
9.660000,-0.016651101,0.000035218,0.069820345,0.007728034,0.286272260,2.796908,1,Solve_Succeeded,0.272658582,-0.681967310,5.551115123126e-17
9.670000,-0.015958446,0.000126416,0.069348738,0.008911025,0.352023815,2.551218,1,Solve_Succeeded,0.335030689,-0.833550189,5.551115123126e-17
9.680000,-0.015264599,0.000214947,0.069379363,0.008861729,0.352023815,2.551218,1,Solve_Succeeded,0.335030689,-0.833550189,5.551115123126e-17
9.690000,-0.014569858,0.000301773,0.069459853,0.008709543,0.366808905,2.435531,1,Solve_Succeeded,0.348864053,-0.863799323,5.551115123126e-17
9.700000,-0.013876484,0.000392753,0.069355751,0.009039657,0.366808905,2.435531,1,Solve_Succeeded,0.348864053,-0.863799323,5.551115123126e-17
9.710000,-0.013184800,0.000488912,0.069196555,0.009529496,0.403954201,2.662088,1,Solve_Succeeded,0.383972981,-0.946889673,2.439454888092e-18
9.720000,-0.012491591,0.000582464,0.069302193,0.009381376,0.403954201,2.662088,1,Solve_Succeeded,0.383972981,-0.946889673,2.439454888092e-18
9.730000,-0.011797186,0.000674453,0.069419813,0.009226274,0.417676958,2.663139,1,Solve_Succeeded,0.396780497,-0.974327463,5.551115123126e-17
9.740000,-0.011106257,0.000776776,0.069141934,0.010081381,0.417676958,2.663139,1,Solve_Succeeded,0.396780497,-0.974327463,5.551115123126e-17
9.750000,-0.010419166,0.000890586,0.068774025,0.011186057,0.481204074,2.516630,1,Solve_Succeeded,0.456970388,-1.119340182,5.746271514173e-18
9.760000,-0.009730226,0.001001963,0.068875954,0.011144918,0.481204074,2.516630,1,Solve_Succeeded,0.456970388,-1.119340182,5.746271514173e-18
9.770000,-0.009039804,0.001112090,0.069017300,0.011032579,0.501286793,2.959212,1,Solve_Succeeded,0.475783695,-1.160894611,2.818925648462e-18
9.780000,-0.008353733,0.001235808,0.068668632,0.012170903,0.501286793,2.959212,1,Solve_Succeeded,0.475783695,-1.160894611,2.818925648462e-18
9.790000,-0.007672420,0.001374436,0.068211873,0.013609005,0.581780638,3.640320,1,Solve_Succeeded,0.552065098,-1.344959010,1.110223024625e-16
9.800000,-0.006988609,0.001510193,0.068355707,0.013580724,0.581780638,3.640320,1,Solve_Succeeded,0.552065098,-1.344959010,1.110223024625e-16
9.810000,-0.006302711,0.001644439,0.068554659,0.013447979,0.606049192,2.758498,1,Solve_Succeeded,0.574796364,-1.395109000,9.757819552370e-19
9.820000,-0.005621146,0.001793530,0.068216306,0.014689908,0.606049192,2.758498,1,Solve_Succeeded,0.574796364,-1.395109000,9.757819552370e-19
9.830000,-0.004944367,0.001958969,0.067758642,0.016265806,0.696255310,2.547335,1,Solve_Succeeded,0.660252977,-1.600806927,6.288372600416e-18
9.840000,-0.004272151,0.002140601,0.067302164,0.017878613,0.696255310,2.547335,1,Solve_Succeeded,0.660252977,-1.600806927,6.288372600416e-18
9.850000,-0.003604991,0.002340105,0.066803879,0.019639602,0.803800698,2.539872,1,Solve_Succeeded,0.762127254,-1.845870939,5.637851296925e-18
9.860000,-0.002933143,0.002533632,0.067127714,0.019395804,0.803800698,2.539872,1,Solve_Succeeded,0.762127254,-1.845870939,5.637851296925e-18
9.870000,-0.002257105,0.002722905,0.067532394,0.018997514,0.828064465,3.215945,1,Solve_Succeeded,0.784695931,-1.892850234,1.110223024625e-16
9.880000,-0.001580715,0.002917970,0.067622939,0.019430213,0.828064465,3.215945,1,Solve_Succeeded,0.784695931,-1.892850234,1.110223024625e-16
9.890000,-0.000904507,0.003120635,0.067621182,0.020141014,0.891010848,2.560967,1,Solve_Succeeded,0.844078363,-2.031395082,3.903127820948e-18
9.900000,-0.000223019,0.003317763,0.068069613,0.019777012,0.891010848,2.560967,1,Solve_Succeeded,0.844078363,-2.031395082,3.903127820948e-18
9.910000,0.000463207,0.003511185,0.068539652,0.019407432,0.914508422,2.543449,1,Solve_Succeeded,0.865906488,-2.076334210,1.110223024625e-16
9.920000,0.001146572,0.003720353,0.068366942,0.020690403,0.914508422,2.543449,1,Solve_Succeeded,0.865906488,-2.076334210,1.110223024625e-16
9.930000,0.001826488,0.003947247,0.068047901,0.022389553,1.019463886,2.483170,1,Solve_Succeeded,0.965237324,-2.313697757,2.220446049250e-16
9.940000,0.002512360,0.004168938,0.068506320,0.022202197,1.019463886,2.483170,1,Solve_Succeeded,0.965237324,-2.313697757,2.220446049250e-16
9.950000,0.003203592,0.004387457,0.069030700,0.021904397,1.052821366,3.121351,1,Solve_Succeeded,0.996384614,-2.380690320,2.220446049250e-16
9.960000,0.003902759,0.004596910,0.069783766,0.021089209,1.052821366,3.121351,1,Solve_Succeeded,0.996384614,-2.380690320,2.220446049250e-16
9.970000,0.004609249,0.004799335,0.070519266,0.020369516,1.062234898,2.408774,1,Solve_Succeeded,1.004771427,-2.391539127,2.168404344971e-18
9.980000,0.005323342,0.004994533,0.071275802,0.019647202,1.062234898,2.408774,1,Solve_Succeeded,1.004771427,-2.391539127,2.168404344971e-18
9.990000,0.006044412,0.005184543,0.071982292,0.019097987,1.075186109,2.453861,1,Solve_Succeeded,1.016564226,-2.411546558,1.431146867681e-17
10.000000,0.006773058,0.005368336,0.072732235,0.018487064,1.075186109,2.453861,1,Solve_Succeeded,1.016564226,-2.411546558,1.431146867681e-17
10.010000,0.007508638,0.005547964,0.073434126,0.018041418,1.091064756,2.502341,1,Solve_Succeeded,1.031175082,-2.439124784,0.000000000000e+00
10.020000,0.008252014,0.005721715,0.074202068,0.017475042,1.091064756,2.502341,1,Solve_Succeeded,1.031175082,-2.439124784,0.000000000000e+00
10.030000,0.008984809,0.005935900,0.073417964,0.020827062,1.189290330,3.342962,1,Solve_Succeeded,1.124164399,-2.661826796,1.951563910474e-17
10.040000,0.009680650,0.006256911,0.070159116,0.030409967,1.189290330,3.342962,1,Solve_Succeeded,1.124164399,-2.661826796,1.951563910474e-17
10.050000,0.010338690,0.006687643,0.066457301,0.041173724,1.684024918,2.447618,1,Solve_Succeeded,1.594209388,-3.817179805,1.040834085586e-17
10.060000,0.011005222,0.007113561,0.066623781,0.042379076,1.684024918,2.447618,1,Solve_Succeeded,1.594209388,-3.817179805,1.040834085586e-17
10.070000,0.011679414,0.007537776,0.067299879,0.042415091,1.789470137,2.895561,1,Solve_Succeeded,1.693424289,-4.044084829,8.673617379884e-18
10.080000,0.012353998,0.007979474,0.067434685,0.043906622,1.789470137,2.895561,1,Solve_Succeeded,1.693424289,-4.044084829,8.673617379884e-18
10.090000,0.013028073,0.008441993,0.067411557,0.045900111,1.946726496,2.852290,1,Solve_Succeeded,1.841898321,-4.392663565,1.387778780781e-17
10.100000,0.013715704,0.008891342,0.068560374,0.045079710,1.946726496,2.852290,1,Solve_Succeeded,1.841898321,-4.392663565,1.387778780781e-17
10.110000,0.014415965,0.009330933,0.069806256,0.044127201,1.993763459,2.702162,1,Solve_Succeeded,1.885439647,-4.479578790,1.301042606983e-17
10.120000,0.015132392,0.009753016,0.071367190,0.042496117,1.993763459,2.702162,1,Solve_Succeeded,1.885439647,-4.479578790,1.301042606983e-17
10.130000,0.015864019,0.010161034,0.072893360,0.041055911,2.009427547,2.535304,1,Solve_Succeeded,1.899189216,-4.493540050,8.673617379884e-19
10.140000,0.016603729,0.010573757,0.073809354,0.041239904,2.009427547,2.535304,1,Solve_Succeeded,1.899189216,-4.493540050,8.673617379884e-19
10.150000,0.017331953,0.011041063,0.072970458,0.045906972,2.194882272,3.293274,1,Solve_Succeeded,2.074545552,-4.909815836,1.214306433184e-17
10.160000,0.018065264,0.011522716,0.073277036,0.047826516,2.194882272,3.293274,1,Solve_Succeeded,2.074545552,-4.909815836,1.214306433184e-17
10.170000,0.018802564,0.012022637,0.073662006,0.049667286,2.366717068,2.542922,1,Solve_Succeeded,2.236788618,-5.290840626,8.673617379884e-19
10.180000,0.019559102,0.012503971,0.075355102,0.048363437,2.366717068,2.542922,1,Solve_Succeeded,2.236788618,-5.290840626,8.673617379884e-19
10.190000,0.020333741,0.012970738,0.077147563,0.046929773,2.401055605,2.452504,1,Solve_Succeeded,2.268151830,-5.345864304,2.515349040166e-17
10.200000,0.021128583,0.013418834,0.079133659,0.045127603,2.401055605,2.452504,1,Solve_Succeeded,2.268151830,-5.345864304,2.515349040166e-17
10.210000,0.021942429,0.013852345,0.081047019,0.043617597,2.418531066,2.905680,1,Solve_Succeeded,2.283550790,-5.362652846,8.673617379884e-18
10.220000,0.022767119,0.014292714,0.082255698,0.043973969,2.418531066,2.905680,1,Solve_Succeeded,2.283550790,-5.362652846,8.673617379884e-18
10.230000,0.023601372,0.014744217,0.083249844,0.044973844,2.534774980,2.559120,1,Solve_Succeeded,2.392982426,-5.613979239,3.469446951954e-18
10.240000,0.024454956,0.015183572,0.085042079,0.044091244,2.534774980,2.559120,1,Solve_Succeeded,2.392982426,-5.613979239,3.469446951954e-18
10.250000,0.025326537,0.015615182,0.086840726,0.043300540,2.586809559,2.428668,1,Solve_Succeeded,2.441302088,-5.713216358,4.440892098501e-16
10.260000,0.026219707,0.016031139,0.088945555,0.041851460,2.586809559,2.428668,1,Solve_Succeeded,2.441302088,-5.713216358,4.440892098501e-16
10.270000,0.027133066,0.016435957,0.090977350,0.040687233,2.615718950,2.954413,1,Solve_Succeeded,2.467671971,-5.758874230,6.938893903907e-18
10.280000,0.028067933,0.016827335,0.093110277,0.039370213,2.615718950,2.954413,1,Solve_Succeeded,2.467671971,-5.758874230,6.938893903907e-18
10.290000,0.029022837,0.017209904,0.095133364,0.038423894,2.648643873,2.651757,1,Solve_Succeeded,2.497930880,-5.815388824,4.440892098501e-16
10.300000,0.029999406,0.017580535,0.097278432,0.037267189,2.648643873,2.651757,1,Solve_Succeeded,2.497930880,-5.815388824,4.440892098501e-16
10.310000,0.030996098,0.017943990,0.099310546,0.036483796,2.685593367,3.395808,1,Solve_Succeeded,2.532077615,-5.882586000,5.204170427930e-18
10.320000,0.032014849,0.018296324,0.101490402,0.035420955,2.685593367,3.395808,1,Solve_Succeeded,2.532077615,-5.882586000,5.204170427930e-18
10.330000,0.033051166,0.018649617,0.103310547,0.035343016,2.737427487,2.906856,1,Solve_Succeeded,2.580436889,-5.985963979,4.440892098501e-16
10.340000,0.034108319,0.018996574,0.105354540,0.034792808,2.737427487,2.906856,1,Solve_Succeeded,2.580436889,-5.985963979,4.440892098501e-16
10.350000,0.035184599,0.019342306,0.107287027,0.034606203,2.797200177,2.750287,1,Solve_Succeeded,2.636372731,-6.108571163,4.440892098501e-16
10.360000,0.036274532,0.019701334,0.108737308,0.035708306,2.797200177,2.750287,1,Solve_Succeeded,2.636372731,-6.108571163,4.440892098501e-16
