time_s,cart_x_m,theta_rad,cart_v_mps,theta_dot_radps,force_N,solve_time_ms,solver_success,solver_status,first_x_ddot_mps2,first_theta_ddot_radps2,passive_hinge_id_residual_Nm
8.260000,-0.117332144,0.003539976,0.058493339,-0.003521092,0.042123229,2.875499,1,Solve_Succeeded,0.035106962,-0.000085379,-4.336808689942e-19
8.270000,-0.116743074,0.003504654,0.058844999,-0.003530526,0.041277938,2.676896,1,Solve_Succeeded,0.034400779,-0.000049895,0.000000000000e+00
8.280000,-0.116150563,0.003469327,0.059190155,-0.003532366,0.041277938,2.676896,1,Solve_Succeeded,0.034400779,-0.000049895,0.000000000000e+00
8.290000,-0.115554607,0.003433897,0.059534755,-0.003541472,0.040430125,2.668690,1,Solve_Succeeded,0.033692503,-0.000014598,0.000000000000e+00
8.300000,-0.114955283,0.003398464,0.059872831,-0.003542963,0.040430125,2.668690,1,Solve_Succeeded,0.033692503,-0.000014598,0.000000000000e+00
8.310000,-0.114352583,0.003362931,0.060210351,-0.003551742,0.039579951,2.713681,1,Solve_Succeeded,0.032982269,0.000020507,4.336808689942e-19
8.320000,-0.113746586,0.003327400,0.060541328,-0.003552885,0.039579951,2.713681,1,Solve_Succeeded,0.032982269,0.000020507,4.336808689942e-19
8.330000,-0.113137285,0.003291772,0.060871746,-0.003561337,0.038727576,2.878154,1,Solve_Succeeded,0.032270212,0.000055414,-2.168404344971e-19
8.340000,-0.112524758,0.003256149,0.061195606,-0.003562135,0.038727576,2.878154,1,Solve_Succeeded,0.032270212,0.000055414,-2.168404344971e-19
8.350000,-0.111908998,0.003220433,0.061518905,-0.003570259,0.037873162,2.737403,1,Solve_Succeeded,0.031556464,0.000090119,0.000000000000e+00
8.360000,-0.111290083,0.003184725,0.061835630,-0.003570713,0.037873162,2.737403,1,Solve_Succeeded,0.031556464,0.000090119,0.000000000000e+00
8.370000,-0.110668007,0.003148926,0.062151794,-0.003578512,0.037016868,2.810149,1,Solve_Succeeded,0.030841161,0.000124617,0.000000000000e+00
8.380000,-0.110042847,0.003113139,0.062461368,-0.003578623,0.037016868,2.810149,1,Solve_Succeeded,0.030841161,0.000124617,0.000000000000e+00
8.390000,-0.109414598,0.003077265,0.062770380,-0.003586096,0.036158853,2.727800,1,Solve_Succeeded,0.030124434,0.000158903,0.000000000000e+00
8.400000,-0.108783337,0.003041407,0.063072789,-0.003585867,0.036158853,2.727800,1,Solve_Succeeded,0.030124434,0.000158903,0.000000000000e+00
8.410000,-0.108149058,0.003005464,0.063374635,-0.003593014,0.035299276,2.585740,1,Solve_Succeeded,0.029406417,0.000192971,-2.168404344971e-19
8.420000,-0.107511838,0.002969541,0.063669867,-0.003592447,0.035299276,2.585740,1,Solve_Succeeded,0.029406417,0.000192971,-2.168404344971e-19
8.430000,-0.106871673,0.002933536,0.063964533,-0.003599270,0.034438296,2.998378,1,Solve_Succeeded,0.028687241,0.000226818,-2.168404344971e-19
8.440000,-0.106228638,0.002897554,0.064252575,-0.003598366,0.034438296,2.998378,1,Solve_Succeeded,0.028687241,0.000226818,-2.168404344971e-19
8.450000,-0.105582731,0.002861494,0.064540051,-0.003604864,0.033576070,2.679281,1,Solve_Succeeded,0.027967038,0.000260439,0.000000000000e+00
8.460000,-0.104934026,0.002825460,0.064820892,-0.003603626,0.033576070,2.679281,1,Solve_Succeeded,0.027967038,0.000260439,0.000000000000e+00
8.470000,-0.104282520,0.002789351,0.065101167,-0.003609801,0.032712754,2.685552,1,Solve_Succeeded,0.027245939,0.000293829,0.000000000000e+00
8.480000,-0.103628289,0.002753271,0.065374798,-0.003608231,0.032712754,2.685552,1,Solve_Succeeded,0.027245939,0.000293829,0.000000000000e+00
8.490000,-0.102971328,0.002717120,0.065647863,-0.003614083,0.031848506,2.640356,1,Solve_Succeeded,0.026524074,0.000326984,-2.168404344971e-19
8.500000,-0.102311716,0.002681002,0.065914277,-0.003612182,0.031848506,2.640356,1,Solve_Succeeded,0.026524074,0.000326984,-2.168404344971e-19
8.510000,-0.101649445,0.002644815,0.066180124,-0.003617712,0.030983479,2.664580,1,Solve_Succeeded,0.025801573,0.000359899,-2.168404344971e-19
8.520000,-0.100984595,0.002608664,0.066439314,-0.003615483,0.030983479,2.664580,1,Solve_Succeeded,0.025801573,0.000359899,-2.168404344971e-19
8.530000,-0.100317159,0.002572448,0.066697936,-0.003620692,0.030117830,2.663911,1,Solve_Succeeded,0.025078565,0.000392569,0.000000000000e+00
8.540000,-0.099647215,0.002536271,0.066949897,-0.003618137,0.030117830,2.663911,1,Solve_Succeeded,0.025078565,0.000392569,0.000000000000e+00
8.550000,-0.098974759,0.002500032,0.067201289,-0.003623025,0.029251712,3.185142,1,Solve_Succeeded,0.024355179,0.000424991,0.000000000000e+00
8.560000,-0.098299867,0.002463836,0.067446017,-0.003620147,0.029251712,3.185142,1,Solve_Succeeded,0.024355179,0.000424991,0.000000000000e+00
8.570000,-0.097622534,0.002427580,0.067690176,-0.003624715,0.028385278,3.230934,1,Solve_Succeeded,0.023631542,0.000457160,4.336808689942e-19
8.580000,-0.096942838,0.002391371,0.067927668,-0.003621516,0.028385278,3.230934,1,Solve_Succeeded,0.023631542,0.000457160,4.336808689942e-19
8.590000,-0.096260774,0.002355106,0.068164591,-0.003625766,0.027518682,2.759978,1,Solve_Succeeded,0.022907783,0.000489072,0.000000000000e+00
8.600000,-0.095576420,0.002318889,0.068394845,-0.003622247,0.027518682,2.759978,1,Solve_Succeeded,0.022907783,0.000489072,0.000000000000e+00
8.610000,-0.094889769,0.002282621,0.068624531,-0.003626180,0.026652073,2.653284,1,Solve_Succeeded,0.022184027,0.000520723,0.000000000000e+00
8.620000,-0.094200900,0.002246404,0.068847548,-0.003622345,0.026652073,2.653284,1,Solve_Succeeded,0.022184027,0.000520723,0.000000000000e+00
8.630000,-0.093509807,0.002210138,0.069069995,-0.003625961,0.025785604,2.753630,1,Solve_Succeeded,0.021460400,0.000552109,2.168404344971e-19
8.640000,-0.092816569,0.002173927,0.069285776,-0.003621811,0.025785604,2.753630,1,Solve_Succeeded,0.021460400,0.000552109,2.168404344971e-19
8.650000,-0.092121179,0.002137670,0.069500987,-0.003625112,0.024919425,4.197359,1,Solve_Succeeded,0.020737027,0.000583226,0.000000000000e+00
8.660000,-0.091423716,0.002101472,0.069709534,-0.003620651,0.024919425,4.197359,1,Solve_Succeeded,0.020737027,0.000583226,0.000000000000e+00
8.670000,-0.090724174,0.002065230,0.069917511,-0.003623637,0.024053683,4.031468,1,Solve_Succeeded,0.020014034,0.000614069,2.168404344971e-19
8.680000,-0.090022630,0.002029050,0.070118827,-0.003618867,0.024053683,4.031468,1,Solve_Succeeded,0.020014034,0.000614069,2.168404344971e-19
8.690000,-0.089319080,0.001992830,0.070319574,-0.003621540,0.023188528,4.169379,1,Solve_Succeeded,0.019291543,0.000644636,0.000000000000e+00
8.700000,-0.088613601,0.001956674,0.070513664,-0.003616463,0.023188528,4.169379,1,Solve_Succeeded,0.019291543,0.000644636,0.000000000000e+00
8.710000,-0.087906188,0.001920482,0.070707186,-0.003618825,0.022324107,4.721919,1,Solve_Succeeded,0.018569678,0.000674922,0.000000000000e+00
8.720000,-0.087196917,0.001884357,0.070894057,-0.003613444,0.022324107,4.721919,1,Solve_Succeeded,0.018569678,0.000674922,0.000000000000e+00
8.730000,-0.086485785,0.001848198,0.071080359,-0.003615495,0.021460566,4.055194,1,Solve_Succeeded,0.017848560,0.000704924,0.000000000000e+00
8.740000,-0.085772868,0.001812110,0.071260017,-0.003609812,0.021460566,4.055194,1,Solve_Succeeded,0.017848560,0.000704924,0.000000000000e+00
8.750000,-0.085058161,0.001775991,0.071439108,-0.003611555,0.020598050,4.078956,1,Solve_Succeeded,0.017128311,0.000734637,-2.168404344971e-19
8.760000,-0.084341741,0.001739946,0.071611562,-0.003605573,0.020598050,4.078956,1,Solve_Succeeded,0.017128311,0.000734637,-2.168404344971e-19
8.770000,-0.083623603,0.001703874,0.071783450,-0.003607008,0.019736705,4.872597,1,Solve_Succeeded,0.016409052,0.000764059,-2.168404344971e-19
8.780000,-0.082903824,0.001667877,0.071948710,-0.003600729,0.019736705,4.872597,1,Solve_Succeeded,0.016409052,0.000764059,-2.168404344971e-19
8.790000,-0.082182399,0.001631857,0.072113404,-0.003601858,0.018876672,4.476410,1,Solve_Succeeded,0.015690902,0.000793186,0.000000000000e+00
8.800000,-0.081459406,0.001595915,0.072271481,-0.003595286,0.018876672,4.476410,1,Solve_Succeeded,0.015690902,0.000793186,0.000000000000e+00
8.810000,-0.080734838,0.001559953,0.072428993,-0.003596111,0.018018095,4.732069,1,Solve_Succeeded,0.014973979,0.000822014,1.084202172486e-19
8.820000,-0.080008772,0.001524073,0.072579899,-0.003589248,0.018018095,4.732069,1,Solve_Succeeded,0.014973979,0.000822014,1.084202172486e-19
8.830000,-0.079281205,0.001488174,0.072730240,-0.003589769,0.017161114,4.945660,1,Solve_Succeeded,0.014258403,0.000850541,0.000000000000e+00
8.840000,-0.078552211,0.001452360,0.072873988,-0.003582619,0.017161114,4.945660,1,Solve_Succeeded,0.014258403,0.000850541,0.000000000000e+00
8.850000,-0.077821787,0.001416532,0.073017173,-0.003582838,0.016305871,4.113356,1,Solve_Succeeded,0.013544289,0.000878762,1.084202172486e-19
8.860000,-0.077090008,0.001380791,0.073153777,-0.003575403,0.016305871,4.113356,1,Solve_Succeeded,0.013544289,0.000878762,1.084202172486e-19
8.870000,-0.076356870,0.001345038,0.073289819,-0.003575322,0.015452504,4.077210,1,Solve_Succeeded,0.012831754,0.000906675,-1.084202172486e-19
8.880000,-0.075622448,0.001309375,0.073419295,-0.003567604,0.015452504,4.077210,1,Solve_Succeeded,0.012831754,0.000906675,-1.084202172486e-19
8.890000,-0.074886739,0.001273704,0.073548211,-0.003567225,0.014601152,4.723759,1,Solve_Succeeded,0.012120913,0.000934276,0.000000000000e+00
8.900000,-0.074149817,0.001238125,0.073670576,-0.003559228,0.014601152,4.723759,1,Solve_Succeeded,0.012120913,0.000934276,0.000000000000e+00
8.910000,-0.073411678,0.001202541,0.073792382,-0.003558553,0.013751951,4.090803,1,Solve_Succeeded,0.011411881,0.000961563,0.000000000000e+00
8.920000,-0.072672398,0.001167053,0.073907654,-0.003550279,0.013751951,4.090803,1,Solve_Succeeded,0.011411881,0.000961563,0.000000000000e+00
8.930000,-0.071931972,0.001131562,0.074022368,-0.003549309,0.012905037,4.253713,1,Solve_Succeeded,0.010704771,0.000988532,0.000000000000e+00
8.940000,-0.071190475,0.001096169,0.074130565,-0.003540762,0.012905037,4.253713,1,Solve_Succeeded,0.010704771,0.000988532,0.000000000000e+00
8.950000,-0.070447903,0.001060776,0.074238207,-0.003539499,0.012060545,4.669624,1,Solve_Succeeded,0.009999695,0.001015180,0.000000000000e+00
8.960000,-0.069704331,0.001025485,0.074339350,-0.003530682,0.012060545,4.669624,1,Solve_Succeeded,0.009999695,0.001015180,0.000000000000e+00
8.970000,-0.068959755,0.000990196,0.074439939,-0.003529127,0.011218608,4.142605,1,Solve_Succeeded,0.009296765,0.001041505,0.000000000000e+00
8.980000,-0.068214248,0.000955012,0.074534050,-0.003520042,0.011218608,4.142605,1,Solve_Succeeded,0.009296765,0.001041505,0.000000000000e+00
8.990000,-0.067467807,0.000919833,0.074627608,-0.003518199,0.010379359,4.283675,1,Solve_Succeeded,0.008596091,0.001067504,0.000000000000e+00
9.000000,-0.066720506,0.000884761,0.074714708,-0.003508849,0.010379359,4.283675,1,Solve_Succeeded,0.008596091,0.001067504,0.000000000000e+00
9.010000,-0.065972341,0.000849698,0.074801257,-0.003506718,0.009542929,4.264613,1,Solve_Succeeded,0.007897783,0.001093174,0.000000000000e+00
9.020000,-0.065223386,0.000814744,0.074881371,-0.003497108,0.009542929,4.264613,1,Solve_Succeeded,0.007897783,0.001093174,0.000000000000e+00
9.030000,-0.064473636,0.000779801,0.074960935,-0.003494691,0.008709449,4.086942,1,Solve_Succeeded,0.007201949,0.001118512,0.000000000000e+00
9.040000,-0.063723166,0.000744970,0.075034086,-0.003484822,0.008709449,4.086942,1,Solve_Succeeded,0.007201949,0.001118512,0.000000000000e+00
9.050000,-0.062971971,0.000710154,0.075106690,-0.003482122,0.007879046,4.268668,1,Solve_Succeeded,0.006508696,0.001143517,0.000000000000e+00
9.060000,-0.062220125,0.000675452,0.075172904,-0.003471998,0.007879046,4.268668,1,Solve_Succeeded,0.006508696,0.001143517,0.000000000000e+00
9.070000,-0.061467623,0.000640767,0.075238573,-0.003469017,0.007051848,5.496692,1,Solve_Succeeded,0.005818131,0.001168184,0.000000000000e+00
9.080000,-0.060714540,0.000606199,0.075297878,-0.003458641,0.007051848,5.496692,1,Solve_Succeeded,0.005818131,0.001168184,0.000000000000e+00
9.090000,-0.059960870,0.000571651,0.075356639,-0.003455381,0.006227981,4.239691,1,Solve_Succeeded,0.005130359,0.001192513,-5.421010862428e-20
9.100000,-0.059206687,0.000537222,0.075409061,-0.003444756,0.006227981,4.239691,1,Solve_Succeeded,0.005130359,0.001192513,-5.421010862428e-20
9.110000,-0.058451986,0.000502816,0.075460942,-0.003441218,0.005407571,4.215568,1,Solve_Succeeded,0.004445484,0.001216500,-5.421010862428e-20
9.120000,-0.057696840,0.000468532,0.075506511,-0.003430348,0.005407571,4.215568,1,Solve_Succeeded,0.004445484,0.001216500,-5.421010862428e-20
9.130000,-0.056941245,0.000434273,0.075551541,-0.003426535,0.004590740,4.221455,1,Solve_Succeeded,0.003763610,0.001240144,-5.421010862428e-20
9.140000,-0.056185274,0.000400138,0.075590286,-0.003415423,0.004590740,4.221455,1,Solve_Succeeded,0.003763610,0.001240144,-5.421010862428e-20
9.150000,-0.055428922,0.000366032,0.075628494,-0.003411337,0.003777612,4.556345,1,Solve_Succeeded,0.003084839,0.001263441,0.000000000000e+00
9.160000,-0.054672261,0.000332052,0.075660447,-0.003399986,0.003777612,4.556345,1,Solve_Succeeded,0.003084839,0.001263441,0.000000000000e+00
9.170000,-0.053915287,0.000298104,0.075691865,-0.003395629,0.002968308,4.467284,1,Solve_Succeeded,0.002409270,0.001286391,0.000000000000e+00
9.180000,-0.053158072,0.000264284,0.075717057,-0.003384042,0.002968308,4.467284,1,Solve_Succeeded,0.002409270,0.001286391,0.000000000000e+00
9.190000,-0.052400611,0.000230498,0.075741717,-0.003379417,0.002162946,4.284915,1,Solve_Succeeded,0.001737006,0.001308990,2.710505431214e-20
9.200000,-0.051642977,0.000196843,0.075760180,-0.003367598,0.002162946,4.284915,1,Solve_Succeeded,0.001737006,0.001308990,2.710505431214e-20
9.210000,-0.050885164,0.000163224,0.075778115,-0.003362707,0.001361646,4.187816,1,Solve_Succeeded,0.001068143,0.001331238,0.000000000000e+00
9.220000,-0.050127244,0.000129739,0.075789884,-0.003350659,0.001361646,4.187816,1,Solve_Succeeded,0.001068143,0.001331238,0.000000000000e+00
9.230000,-0.049369213,0.000096293,0.075801127,-0.003345504,0.000564524,3.810117,1,Solve_Succeeded,0.000402781,0.001353131,-6.776263578034e-21
9.240000,-0.048611142,0.000062982,0.075806237,-0.003333230,0.000564524,3.810117,1,Solve_Succeeded,0.000402781,0.001353131,-6.776263578034e-21
9.250000,-0.047853025,0.000029714,0.075810824,-0.003327813,-0.000228303,2.669309,1,Solve_Succeeded,-0.000258986,0.001374669,3.388131789017e-21
9.260000,-0.047094935,-0.000003417,0.075809310,-0.003315317,-0.000228303,2.669309,1,Solve_Succeeded,-0.000258986,0.001374669,3.388131789017e-21
9.270000,-0.046336866,-0.000036504,0.075807276,-0.003309641,-0.001016722,2.845927,1,Solve_Succeeded,-0.000917061,0.001395848,6.776263578034e-21
9.280000,-0.045578888,-0.000069451,0.075799176,-0.003296926,-0.001016722,2.845927,1,Solve_Succeeded,-0.000917061,0.001395848,6.776263578034e-21
9.290000,-0.044820998,-0.000102350,0.075790558,-0.003290993,-0.001800621,2.766147,1,Solve_Succeeded,-0.001571351,0.001416669,1.355252715607e-20
9.300000,-0.044063265,-0.000135108,0.075775909,-0.003278063,-0.001800621,2.766147,1,Solve_Succeeded,-0.001571351,0.001416669,1.355252715607e-20
9.310000,-0.043305684,-0.000167816,0.075760745,-0.003271876,-0.002579886,3.123821,1,Solve_Succeeded,-0.002221762,0.001437128,-1.355252715607e-20
9.320000,-0.042548326,-0.000200380,0.075739585,-0.003258733,-0.002579886,3.123821,1,Solve_Succeeded,-0.002221762,0.001437128,-1.355252715607e-20
9.330000,-0.041791185,-0.000232891,0.075717914,-0.003252295,-0.003354409,2.838017,1,Solve_Succeeded,-0.002868202,0.001457225,0.000000000000e+00
9.340000,-0.041034331,-0.000265257,0.075690283,-0.003238944,-0.003354409,2.838017,1,Solve_Succeeded,-0.002868202,0.001457225,0.000000000000e+00
9.350000,-0.040277759,-0.000297568,0.075662144,-0.003232256,-0.004124081,2.928030,1,Solve_Succeeded,-0.003510582,0.001476958,-5.421010862428e-20
9.360000,-0.039521538,-0.000329731,0.075628083,-0.003218699,-0.004124081,2.928030,1,Solve_Succeeded,-0.003510582,0.001476958,-5.421010862428e-20
9.370000,-0.038765664,-0.000361836,0.075593517,-0.003211765,-0.004888794,2.593460,1,Solve_Succeeded,-0.004148811,0.001496325,0.000000000000e+00
9.380000,-0.038010205,-0.000393792,0.075553067,-0.003198007,-0.004888794,2.593460,1,Solve_Succeeded,-0.004148811,0.001496325,0.000000000000e+00
9.390000,-0.037255156,-0.000425688,0.075512115,-0.003190828,-0.005648443,2.701510,1,Solve_Succeeded,-0.004782802,0.001515326,0.000000000000e+00
9.400000,-0.036500585,-0.000457432,0.075465318,-0.003176872,-0.005648443,2.701510,1,Solve_Succeeded,-0.004782802,0.001515326,0.000000000000e+00
9.410000,-0.035746488,-0.000489113,0.075418023,-0.003169452,-0.006402924,2.630763,1,Solve_Succeeded,-0.005412468,0.001533958,0.000000000000e+00
9.420000,-0.034992933,-0.000520641,0.075364922,-0.003155301,-0.006402924,2.630763,1,Solve_Succeeded,-0.005412468,0.001533958,0.000000000000e+00
9.430000,-0.034239914,-0.000552104,0.075311327,-0.003147641,-0.007152134,2.721035,1,Solve_Succeeded,-0.006037723,0.001552221,0.000000000000e+00
9.440000,-0.033487499,-0.000583412,0.075251967,-0.003133300,-0.007152134,2.721035,1,Solve_Succeeded,-0.006037723,0.001552221,0.000000000000e+00
9.450000,-0.032735684,-0.000614652,0.075192114,-0.003125404,-0.007895971,2.674819,1,Solve_Succeeded,-0.006658482,0.001570114,0.000000000000e+00
9.460000,-0.031984534,-0.000645735,0.075126540,-0.003110875,-0.007895971,2.674819,1,Solve_Succeeded,-0.006658482,0.001570114,0.000000000000e+00
9.470000,-0.031234046,-0.000676748,0.075060476,-0.003102745,-0.008634336,2.634922,1,Solve_Succeeded,-0.007274662,0.001587635,0.000000000000e+00
9.480000,-0.030484285,-0.000707603,0.074988732,-0.003088032,-0.008634336,2.634922,1,Solve_Succeeded,-0.007274662,0.001587635,0.000000000000e+00
9.490000,-0.029735248,-0.000738385,0.074916503,-0.003079672,-0.009367131,3.129351,1,Solve_Succeeded,-0.007886182,0.001604784,5.421010862428e-20
9.500000,-0.028986999,-0.000769006,0.074838636,-0.003064778,-0.009367131,3.129351,1,Solve_Succeeded,-0.007886182,0.001604784,5.421010862428e-20
9.510000,-0.028239534,-0.000799553,0.074760288,-0.003056189,-0.010094258,2.747510,1,Solve_Succeeded,-0.008492960,0.001621559,5.421010862428e-20
9.520000,-0.027492919,-0.000829937,0.074676345,-0.003041119,-0.010094258,2.747510,1,Solve_Succeeded,-0.008492960,0.001621559,5.421010862428e-20
9.530000,-0.026747148,-0.000860245,0.074591925,-0.003032305,-0.010815623,2.698296,1,Solve_Succeeded,-0.009094917,0.001637959,0.000000000000e+00
9.540000,-0.026002288,-0.000890389,0.074501956,-0.003017061,-0.010815623,2.698296,1,Solve_Succeeded,-0.009094917,0.001637959,0.000000000000e+00
9.550000,-0.025258332,-0.000920453,0.074411512,-0.003008024,-0.011531131,2.662135,1,Solve_Succeeded,-0.009691976,0.001653985,1.084202172486e-19
9.560000,-0.024515346,-0.000950352,0.074315564,-0.002992611,-0.011531131,2.662135,1,Solve_Succeeded,-0.009691976,0.001653985,1.084202172486e-19
9.570000,-0.023773325,-0.000980169,0.074219145,-0.002983354,-0.012240691,2.606712,1,Solve_Succeeded,-0.010284058,0.001669635,0.000000000000e+00
9.580000,-0.023032332,-0.001009819,0.074117268,-0.002967775,-0.012240691,2.606712,1,Solve_Succeeded,-0.010284058,0.001669635,0.000000000000e+00
9.590000,-0.022292363,-0.001039386,0.074014925,-0.002958301,-0.012944212,2.819450,1,Solve_Succeeded,-0.010871089,0.001684908,1.084202172486e-19
9.600000,-0.021553481,-0.001068783,0.073907169,-0.002942559,-0.012944212,2.819450,1,Solve_Succeeded,-0.010871089,0.001684908,1.084202172486e-19
9.610000,-0.020815683,-0.001098095,0.073798951,-0.002932871,-0.013641605,2.806907,1,Solve_Succeeded,-0.011452995,0.001699804,0.000000000000e+00
9.620000,-0.020079030,-0.001127237,0.073685368,-0.002916971,-0.013641605,2.806907,1,Solve_Succeeded,-0.011452995,0.001699804,0.000000000000e+00
9.630000,-0.019343518,-0.001156290,0.073571327,-0.002907071,-0.014332781,3.154712,1,Solve_Succeeded,-0.012029701,0.001714323,0.000000000000e+00
9.640000,-0.018609209,-0.001185172,0.073451968,-0.002891016,-0.014332781,3.154712,1,Solve_Succeeded,-0.012029701,0.001714323,0.000000000000e+00
9.650000,-0.017876099,-0.001213963,0.073332156,-0.002880908,-0.015017656,2.667338,1,Solve_Succeeded,-0.012601137,0.001728463,0.000000000000e+00
9.660000,-0.017144249,-0.001242581,0.073207074,-0.002864701,-0.015017656,2.667338,1,Solve_Succeeded,-0.012601137,0.001728463,0.000000000000e+00
9.670000,-0.016413655,-0.001271107,0.073081543,-0.002854387,-0.015696145,2.715150,1,Solve_Succeeded,-0.013167233,0.001742225,-1.084202172486e-19
9.680000,-0.015684377,-0.001299459,0.072950792,-0.002838032,-0.015696145,2.715150,1,Solve_Succeeded,-0.013167233,0.001742225,-1.084202172486e-19
9.690000,-0.014956413,-0.001327715,0.072819595,-0.002827516,-0.016368165,3.507019,1,Solve_Succeeded,-0.013727918,0.001755609,-1.084202172486e-19
9.700000,-0.014229821,-0.001355796,0.072683228,-0.002811017,-0.016368165,3.507019,1,Solve_Succeeded,-0.013727918,0.001755609,-1.084202172486e-19
9.710000,-0.013504599,-0.001383780,0.072546420,-0.002800301,-0.017033634,2.667938,1,Solve_Succeeded,-0.014283126,0.001768613,-1.084202172486e-19
9.720000,-0.012780804,-0.001411588,0.072404492,-0.002783662,-0.017033634,2.667938,1,Solve_Succeeded,-0.014283126,0.001768613,-1.084202172486e-19
9.730000,-0.012058434,-0.001439296,0.072262127,-0.002772749,-0.017692473,3.255504,1,Solve_Succeeded,-0.014832790,0.001781238,0.000000000000e+00
9.740000,-0.011337547,-0.001466826,0.072114694,-0.002755973,-0.017692473,3.255504,1,Solve_Succeeded,-0.014832790,0.001781238,0.000000000000e+00
9.750000,-0.010618140,-0.001494255,0.071966828,-0.002744866,-0.018344604,2.682501,1,Solve_Succeeded,-0.015376844,0.001793484,-1.084202172486e-19
9.760000,-0.009900270,-0.001521505,0.071813945,-0.002727957,-0.018344604,2.682501,1,Solve_Succeeded,-0.015376844,0.001793484,-1.084202172486e-19
9.770000,-0.009183935,-0.001548651,0.071660633,-0.002716660,-0.018989950,3.766129,1,Solve_Succeeded,-0.015915226,0.001805351,0.000000000000e+00
9.780000,-0.008469190,-0.001575618,0.071502357,-0.002699620,-0.018989950,3.766129,1,Solve_Succeeded,-0.015915226,0.001805351,0.000000000000e+00
9.790000,-0.007756034,-0.001602479,0.071343657,-0.002688136,-0.019628436,2.613762,1,Solve_Succeeded,-0.016447873,0.001816839,2.168404344971e-19
9.800000,-0.007044522,-0.001629158,0.071180045,-0.002670971,-0.019628436,2.613762,1,Solve_Succeeded,-0.016447873,0.001816839,2.168404344971e-19
9.810000,-0.006334651,-0.001655730,0.071016014,-0.002659301,-0.020259990,3.151522,1,Solve_Succeeded,-0.016974723,0.001827947,1.084202172486e-19
9.820000,-0.005626478,-0.001682120,0.070847124,-0.002642014,-0.020259990,3.151522,1,Solve_Succeeded,-0.016974723,0.001827947,1.084202172486e-19
9.830000,-0.004919999,-0.001708401,0.070677820,-0.002630163,-0.020884539,2.842238,1,Solve_Succeeded,-0.017495717,0.001838676,0.000000000000e+00
9.840000,-0.004215269,-0.001734498,0.070503710,-0.002612757,-0.020884539,2.842238,1,Solve_Succeeded,-0.017495717,0.001838676,0.000000000000e+00
9.850000,-0.003512285,-0.001760484,0.070329191,-0.002600727,-0.021502014,2.658572,1,Solve_Succeeded,-0.018010796,0.001849026,0.000000000000e+00
9.860000,-0.002811102,-0.001786285,0.070149921,-0.002583207,-0.021502014,2.658572,1,Solve_Succeeded,-0.018010796,0.001849026,0.000000000000e+00
9.870000,-0.002111717,-0.001811973,0.069970246,-0.002571001,-0.022112345,2.973681,1,Solve_Succeeded,-0.018519904,0.001858998,0.000000000000e+00
9.880000,-0.001414183,-0.001837476,0.069785876,-0.002553370,-0.022112345,2.973681,1,Solve_Succeeded,-0.018519904,0.001858998,0.000000000000e+00
9.890000,-0.000718498,-0.001862864,0.069601104,-0.002540992,-0.022715466,2.627915,1,Solve_Succeeded,-0.019022985,0.001868592,-2.168404344971e-19
9.900000,-0.000024716,-0.001888065,0.069411693,-0.002523253,-0.022715466,2.627915,1,Solve_Succeeded,-0.019022985,0.001868592,-2.168404344971e-19
9.910000,0.000667168,-0.001913150,0.069221886,-0.002510706,-0.023311313,2.684072,1,Solve_Succeeded,-0.019519985,0.001877808,2.168404344971e-19
9.920000,0.001357100,-0.001938047,0.069027495,-0.002492863,-0.023311313,2.684072,1,Solve_Succeeded,-0.019519985,0.001877808,2.168404344971e-19
9.930000,0.002045084,-0.001962826,0.068832713,-0.002480150,-0.023899820,2.796597,1,Solve_Succeeded,-0.020010849,0.001886646,0.000000000000e+00
9.940000,0.002731066,-0.001987417,0.068633403,-0.002462207,-0.023899820,2.796597,1,Solve_Succeeded,-0.020010849,0.001886646,0.000000000000e+00
9.950000,0.003415051,-0.002011887,0.068433707,-0.002449331,-0.024480927,2.985540,1,Solve_Succeeded,-0.020495528,0.001895108,-2.168404344971e-19
9.960000,0.004096986,-0.002036168,0.068229541,-0.002431291,-0.024480927,2.985540,1,Solve_Succeeded,-0.020495528,0.001895108,-2.168404344971e-19
9.970000,0.004776875,-0.002060328,0.068024993,-0.002418255,-0.025054573,2.785269,1,Solve_Succeeded,-0.020973971,0.001903193,0.000000000000e+00
9.980000,0.005454666,-0.002084297,0.067816032,-0.002400123,-0.025054573,2.785269,1,Solve_Succeeded,-0.020973971,0.001903193,0.000000000000e+00
9.990000,0.006130364,-0.002108143,0.067606694,-0.002386930,-0.025620699,2.813709,1,Solve_Succeeded,-0.021446128,0.001910903,-2.168404344971e-19
10.000000,0.006803917,-0.002131798,0.067393002,-0.002368709,-0.025620699,2.813709,1,Solve_Succeeded,-0.021446128,0.001910903,-2.168404344971e-19
10.010000,0.007475328,-0.002155328,0.067178937,-0.002355362,-0.026179248,2.690049,1,Solve_Succeeded,-0.021911952,0.001918238,0.000000000000e+00
10.020000,0.008144549,-0.002178666,0.066960576,-0.002337055,-0.026179248,2.690049,1,Solve_Succeeded,-0.021911952,0.001918238,0.000000000000e+00
10.030000,0.008811581,-0.002201878,0.066741848,-0.002323558,-0.026730164,2.583676,1,Solve_Succeeded,-0.022371397,0.001925200,2.168404344971e-19
10.040000,0.009476376,-0.002224897,0.066518882,-0.002305170,-0.026730164,2.583676,1,Solve_Succeeded,-0.022371397,0.001925200,2.168404344971e-19
